Age Range,Experience,Industry,Job Title,Education,Country,Annual Salary,Annual Bonus,Signon Bonus,Gender
38-41,18,Televisiom/Tv,Director,Bachelor's Degree,United States,190000.0,30000.0,0.0,Female
38-41,18,Consulting,Manager,Bachelor's Degree,United States,210000.0,30000.0,0.0,Female
38-41,17,Merchandise/Cpg,Manager,Master's Degree,United States,145000.0,30000.0,0.0,Female
38-41,15,Retail,Director,Bachelor's Degree,United States,159000.0,32000.0,0.0,Female
38-41,20,Retail,Digital Marketing Manager,Bachelor's Degree,United States,160000.0,32000.0,0.0,Female
38-41,16,Retail,Accounting,Master's Degree,United States,164000.0,33000.0,0.0,Female
38-41,18,Tech/Technology,Marketing,Bachelor's Degree,United States,165000.0,33000.0,0.0,Female
38-41,11,Operations,Director,Bachelor's Degree,United States,165000.0,33000.0,0.0,Female
38-41,8,Insurance,Underwriting Service Representative,Trade School,Canada,60606.2,25868.5,0.0,Female
38-41,15,Marketing,Account Manager,Master's Degree,United States,115000.0,35000.0,0.0,Female
38-41,14,Biotech,Consultant,Bachelor's Degree,United States,150000.0,35000.0,0.0,Female
38-41,14,Rental And Leasing Services,Director,Master's Degree,United States,154000.0,35000.0,0.0,Female
38-41,18,Merchandise/Cpg,Director,Some college,United States,165000.0,35000.0,0.0,Female
38-41,10,Biotech,Principal,Master's Degree,United States,175000.0,35000.0,0.0,Female
38-41,18,Operations,Director,Bachelor's Degree,Australia,121286.0,22951.9,0.0,Female
38-41,17,Banking,Manager,Master's Degree,Canada,99778.5,26607.6,0.0,Female
38-41,19,Cloud Tech,Director,Some college,United States,175000.0,37000.0,0.0,Female
38-41,15,Farming,Sales,Bachelor's Degree,United States,80000.0,40000.0,0.0,Female
38-41,20,Insurance,Consultant,Bachelor's Degree,United States,95000.0,40000.0,0.0,Female
38-41,16,Health Care,Vp,Bachelor's Degree,United States,110000.0,40000.0,0.0,Female
38-41,9,Finance,Actuarial Associate,Bachelor's Degree,United States,134000.0,40000.0,0.0,Female
38-41,14,Information Technology/It,Director,Some college,United States,144000.0,40000.0,0.0,Female
38-41,15,Finance,Vp,Bachelor's Degree,United States,150000.0,40000.0,0.0,Female
38-41,12,Retail,Director,Master's Degree,United States,150000.0,40000.0,0.0,Female
38-41,18,Manufacturing,Director,Master's Degree,United States,180000.0,40000.0,0.0,Female
38-41,10,Event Planning,Director,Bachelor's Degree,United States,60000.0,40000.0,0.0,Female
38-41,18,Finance,Community Health Advisor,Bachelor's Degree,United States,169000.0,40000.0,0.0,Female
38-41,16,Consulting,Bank Note Designer,Associate Degree,United States,182000.0,41000.0,0.0,Female
38-41,18,Finance,Director,Bachelor's Degree,United States,185000.0,42000.0,0.0,Female
38-41,17,Biotech,Director,Bachelor's Degree,United States,186000.0,42000.0,0.0,Female
38-41,6,Property Management,Project Manager,Bachelor's Degree,United States,98000.0,45000.0,0.0,Female
38-41,16,Finance,Vice President Of Sales,Doctoral Degree,United States,163000.0,45000.0,0.0,Female
38-41,17,Real Estate/Housing,Vice President Of Sales,Master's Degree,United States,225000.0,45000.0,0.0,Female
38-41,20,Telecommunications,Vice President Of Sales,Master's Degree,United States,250000.0,45000.0,0.0,Female
38-41,10,Biotech,Manager,Bachelor's Degree,United States,104000.0,48000.0,0.0,Female
38-41,13,Marketing,E-Commerce,Master's Degree,Canada,88692.0,36955.0,0.0,Female
38-41,13,Investment,Vice President Of Sales,Master's Degree,United States,175000.0,50000.0,0.0,Female
38-41,19,Recreation Industries,Chief Executive Officer,No Schooling,United States,175000.0,50000.0,0.0,Female
38-41,17,Pharmacy,Director,Bachelor's Degree,United States,194000.0,50000.0,0.0,Female
38-41,19,Food And Beverage,Director,Bachelor's Degree,United States,205000.0,50000.0,0.0,Female
38-41,12,Information Technology/It,Director,Master's Degree,United States,210000.0,50000.0,0.0,Female
38-41,5,Insurance,Sales Manager,Bachelor's Degree,United States,40000.0,50000.0,0.0,Female
38-41,15,Finance,Manager,Bachelor's Degree,United States,150000.0,52000.0,0.0,Female
38-41,15,Retail,Marketing Director,Bachelor's Degree,United States,195000.0,52000.0,0.0,Female
38-41,10,Sales,Account Executive,Master's Degree,United States,48000.0,55000.0,0.0,Female
38-41,17,Pharmacy,Chain Saw Mechanic,Master's Degree,United States,226009.0,57000.0,0.0,Female
38-41,20,Computer Software,Director,Some college,United States,235000.0,58000.0,0.0,Female
38-41,16,Biotech,Marketing,Master's Degree,United States,480480.0,58000.0,0.0,Female
38-41,9,Sales,Training And Development Managers,Bachelor's Degree,United States,80009.0,60000.0,0.0,Female
38-41,15,Engineering,Engineering Manager,Bachelor's Degree,United States,167000.0,60000.0,0.0,Female
38-41,13,Biotech,Corporate,Doctoral Degree,United States,248000.0,62000.0,0.0,Female
38-41,18,Telecommunications,Account Executive,Bachelor's Degree,United States,66000.0,65000.0,0.0,Female
38-41,18,Biotech,Strategy Analyst,Master's Degree,United States,260000.0,65000.0,0.0,Female
38-41,10,Cloud Tech,Sales,Bachelor's Degree,United States,95000.0,70000.0,0.0,Female
38-41,3,Sales,Account Manager,Bachelor's Degree,United States,80000.0,80000.0,0.0,Female
38-41,14,Sales,Director,Bachelor's Degree,United States,145000.0,80000.0,0.0,Female
38-41,13,Manufacturing,Vp,Doctoral Degree,United States,210000.0,80000.0,0.0,Female
38-41,16,Finance,Vp,Master's Degree,United States,250000.0,80000.0,0.0,Female
38-41,17,Retail,Department Store General Manager,Some college,United States,90000.0,85000.0,0.0,Female
38-41,12,Information Technology/It,Account Executive,Bachelor's Degree,United States,88500.0,86000.0,0.0,Female
38-41,8,Mortgage,Loan Officer,High School Diploma,United States,41000.0,90000.0,0.0,Female
38-41,15,Sales,Sales,Master's Degree,United States,190000.0,90000.0,0.0,Female
38-41,10,Finance,Director,Master's Degree,United Kingdom,255000.0,118575.0,0.0,Female
38-41,14,Rental And Leasing Services,Director,Master's Degree,United States,156800.0,97000.0,0.0,Female
38-41,10,Law/Legal/Attorney,Attorney At Law,Doctoral Degree,United States,350000.0,100000.0,0.0,Female
38-41,17,Biotech,Director,Bachelor's Degree,United States,180000.0,110000.0,0.0,Female
38-41,12,Communications/Media,Vp,Master's Degree,United States,185000.0,110000.0,0.0,Female
38-41,18,Rental And Leasing Services,Coordinator Of Rehabilitation Services,Master's Degree,United States,300000.0,120000.0,0.0,Female
38-41,17,Sales,Account Manager,Bachelor's Degree,United States,86000.0,130000.0,0.0,Female
38-41,5,Law/Legal/Attorney,Attorney At Law,Doctoral Degree,United States,370000.0,130000.0,0.0,Female
38-41,18,Construction,Vp,Bachelor's Degree,United States,160000.0,150000.0,0.0,Female
38-41,13,Finance,Director,Master's Degree,United States,350000.0,150000.0,0.0,Female
38-41,15,Mortgage,Manager,Bachelor's Degree,United States,300000.0,200000.0,0.0,Female
38-41,16,Mortgage,Loan Officer,Some college,United States,65000.0,400000.0,0.0,Female
38-41,15,Hospitality Management,Director,Associate Degree,United States,78000.0,0.0,0.0,Female
38-41,15,Academia,Professor,Doctoral Degree,United States,75000.0,0.0,0.0,Male
38-41,5,Sports,Aviation Maintenance Instructor,Trade School,United States,24000.0,0.0,0.0,Male
38-41,1,Government/County,Fbi Investigator,Some college,United States,43180.0,0.0,0.0,Male
38-41,13,Insurance,Betting Clerk,High School Diploma,United States,45000.0,0.0,0.0,Male
38-41,20,Publishing,Computer Hardware Designer,Bachelor's Degree,United States,49000.0,0.0,0.0,Male
38-41,7,Education,Guidance Counselor,Master's Degree,United States,50000.0,0.0,0.0,Male
38-41,16,Communications/Media,Copy Editor,Trade School,United States,50000.0,0.0,0.0,Male
38-41,3,Information Technology/It,Wan Systems Administrator,Associate Degree,United States,50000.0,0.0,0.0,Male
38-41,10,Non-Profit,Data Operations Director,Bachelor's Degree,United States,55000.0,0.0,0.0,Male
38-41,10,Oil & Gas,Band Scroll Saw Operator,Bachelor's Degree,United States,55000.0,0.0,0.0,Male
38-41,17,Education,Teacher,Master's Degree,United States,56500.0,0.0,0.0,Male
38-41,15,Non-Profit,Manager,Master's Degree,Canada,44346.0,0.0,0.0,Male
38-41,9,Health Care,Computer Systems Software Architect,Bachelor's Degree,United States,60000.0,0.0,0.0,Male
38-41,10,Education,Technician,Bachelor's Degree,United States,60320.0,0.0,0.0,Male
38-41,9,Education,Professor,Doctoral Degree,United States,62500.0,0.0,0.0,Male
38-41,5,Aerospace,Engineer,Bachelor's Degree,Canada,46563.3,0.0,0.0,Male
38-41,15,Education,Addiction Counselor,Master's Degree,United States,68999.0,0.0,0.0,Male
38-41,13,Technical Services,Fire Fighter,Bachelor's Degree,United States,70000.0,0.0,0.0,Male
38-41,16,Amusement,Analyst,Bachelor's Degree,United States,70000.0,0.0,0.0,Male
38-41,16,Education,Assistant Director,Master's Degree,United States,70000.0,0.0,0.0,Male
38-41,15,Hospitality Management,Director,Some college,United States,71000.0,0.0,0.0,Male
38-41,12,Bedding/Matress,Sales,High School Diploma,United States,72000.0,0.0,0.0,Male
38-41,11,Aviation,Manager,Bachelor's Degree,United States,73000.0,0.0,0.0,Male
38-41,4,Academia,Building Architect,Trade School,United States,73500.0,0.0,0.0,Male
38-41,15,Education,Teacher,Master's Degree,United States,74000.0,0.0,0.0,Male
38-41,17,Cyber Security,Chief Medical Information Officer,Associate Degree,United States,75000.0,0.0,0.0,Male
38-41,12,Manufacturing,Engineer,Bachelor's Degree,United States,75000.0,0.0,0.0,Male
38-41,13,Social Assistance,Aviation Maintenance Instructor,High School Diploma,United States,75000.0,0.0,0.0,Male
38-41,15,Animation,Animator,Associate Degree,United States,75000.0,0.0,0.0,Male
38-41,8,Non-Profit,Manager,Master's Degree,United States,77000.0,0.0,0.0,Male
38-41,13,Communications/Media,Digital Marketing Manager,Master's Degree,United States,78000.0,0.0,0.0,Male
38-41,17,Air Transportation,Director,Master's Degree,United States,80000.0,0.0,0.0,Male
38-41,13,Education,Gedâ® Instructor,Master's Degree,United States,83000.0,0.0,0.0,Male
38-41,16,Library,Library,Master's Degree,United States,89000.0,0.0,0.0,Male
38-41,12,Architecture,Local Area Network Administrator,Some college,United States,90000.0,0.0,0.0,Male
38-41,13,Health Care,Computer Network Engineer,Bachelor's Degree,United States,90000.0,0.0,0.0,Male
38-41,13,Finance,Financial Analyst,Master's Degree,Canada,69475.4,0.0,0.0,Male
38-41,20,Finance,Manager,Master's Degree,United States,95000.0,0.0,0.0,Male
38-41,18,Restaurant,Project Manager,Some college,United States,95000.0,0.0,0.0,Male
38-41,16,Education,Manager,Bachelor's Degree,United States,96000.0,0.0,0.0,Male
38-41,6,Government/County,Fbi Investigator,Bachelor's Degree,United States,96500.0,0.0,0.0,Male
38-41,16,Government/County,Aviation Medicine Specialist,Associate Degree,United States,97000.0,0.0,0.0,Male
38-41,17,Administration,Director,Some college,United States,97000.0,0.0,0.0,Male
38-41,15,Federal Governenment,Analyst,Master's Degree,United States,100000.0,0.0,0.0,Male
38-41,15,Government/County,Analyst,Bachelor's Degree,Australia,66871.2,0.0,0.0,Male
38-41,3,Health Care,Nurse,Bachelor's Degree,United States,102500.0,0.0,0.0,Male
38-41,15,Government/County,Public Affairs Director,Master's Degree,United States,103686.0,0.0,0.0,Male
38-41,11,Education,Professor,Doctoral Degree,United States,104000.0,0.0,0.0,Male
38-41,3,Computer Software,Research,Master's Degree,United States,105000.0,0.0,0.0,Male
38-41,13,Education,Director,Master's Degree,United States,105000.0,0.0,0.0,Male
38-41,7,Information Technology/It,Engineer,Bachelor's Degree,United States,106000.0,0.0,0.0,Male
38-41,13,Architecture,Desktop Publishing Specialist,Bachelor's Degree,United States,115000.0,0.0,0.0,Male
38-41,20,Military,Chief Executive Officer,High School Diploma,United States,115000.0,0.0,0.0,Male
38-41,14,Law/Legal/Attorney,Paralegal,Associate Degree,United States,120000.0,0.0,0.0,Male
38-41,20,Government/County,Analyst,Bachelor's Degree,United States,120000.0,0.0,0.0,Male
38-41,10,Academia,Professor,Doctoral Degree,United States,120000.0,0.0,0.0,Male
38-41,17,Government/County,Auditor,Bachelor's Degree,United States,126000.0,0.0,0.0,Male
38-41,10,Biotech,Die Designer,Bachelor's Degree,United States,130000.0,0.0,0.0,Male
38-41,12,Contractor,Engineer,Bachelor's Degree,United States,140000.0,0.0,0.0,Male
38-41,15,Electrical,Other,Trade School,United States,140000.0,0.0,0.0,Male
38-41,15,Law/Legal/Attorney,Other,Master's Degree,United States,145000.0,0.0,0.0,Male
38-41,16,Government/County,Engineer,Doctoral Degree,United States,147000.0,0.0,0.0,Male
38-41,6,Information Technology/It,Recruiter,Bachelor's Degree,United States,150000.0,0.0,0.0,Male
38-41,20,Bioinformatics,Engineer,Bachelor's Degree,United States,150000.0,0.0,0.0,Male
38-41,17,Marketing,Director,Master's Degree,United States,150000.0,0.0,0.0,Male
38-41,19,Credit,Software Engineer,Bachelor's Degree,United States,150000.0,0.0,0.0,Male
38-41,5,Education,Principal,Doctoral Degree,United States,155000.0,0.0,0.0,Male
38-41,10,Construction,General Counsel,Doctoral Degree,United States,160000.0,0.0,0.0,Male
38-41,16,Engineering,Web Developer,Bachelor's Degree,United States,169000.0,0.0,0.0,Male
38-41,15,Air Transportation,Controller,Trade School,United States,171000.0,0.0,0.0,Male
38-41,15,Rental And Leasing Services,Analyst,Associate Degree,United States,175000.0,0.0,0.0,Male
38-41,15,Marketing,Vp,Some college,Canada,133038.0,0.0,0.0,Male
38-41,19,Health Care,Other,Master's Degree,Canada,144863.6,0.0,0.0,Male
38-41,5,Computer Software,Engineer,Bachelor's Degree,United States,200000.0,0.0,0.0,Male
38-41,5,Operations,Computer-Aided Drafting And Design Instructor,Some college,United States,200000.0,0.0,0.0,Male
38-41,5,Medical Field/Medicine,Board Certified Family Physician,Doctoral Degree,United States,240000.0,0.0,0.0,Male
38-41,12,Consulting,Manager,Master's Degree,United States,250000.0,0.0,0.0,Male
38-41,13,Information Technology/It,Business Intelligence Developer,Bachelor's Degree,United States,270000.0,0.0,0.0,Male
38-41,10,Medical Field/Medicine,Gemologist,Doctoral Degree,United States,400000.0,0.0,0.0,Male
38-41,7,Health Care,Anaesthesiologist,Doctoral Degree,United States,400000.0,0.0,0.0,Male
38-41,12,Rental And Leasing Services,Other,Doctoral Degree,United States,409580.0,0.0,0.0,Male
38-41,10,Property Management,Homeowner Association Manager,Doctoral Degree,United States,500000.0,0.0,0.0,Male
38-41,11,Law/Legal/Attorney,Other,Master's Degree,United States,900000.0,0.0,0.0,Male
38-41,15,Entertainment/Tv,Marketing,Bachelor's Degree,United States,225000.0,0.0,0.0,Male
38-41,15,Sales,Director,Master's Degree,United States,175000.0,0.0,0.0,Male
38-41,20,Mortgage,Sales,Bachelor's Degree,United States,60000.0,0.0,0.0,Male
38-41,14,Analytics,Homeowner Association Manager,High School Diploma,United States,22000.0,0.0,0.0,Male
38-41,15,Insurance,Director,Bachelor's Degree,United States,115000.0,0.0,0.0,Male
38-41,5,Logistics,Bank Branch Manager,High School Diploma,South Africa,1620.02,0.0,0.0,Male
38-41,11,Furniture And Home Furnishings Stores,Sports Editor,Some college,United States,32240.0,0.0,0.0,Male
38-41,1,Medical Field/Medicine,Other,High School Diploma,United States,43000.0,0.0,0.0,Male
38-41,20,Information Technology/It,Coo,Some college,United States,49920.0,0.0,0.0,Male
38-41,13,Food Manufacturing,Chain Offbearer,Bachelor's Degree,United States,75000.0,0.0,0.0,Male
38-41,16,Sales,Postal Mail Carrier,High School Diploma,United States,115000.0,0.0,0.0,Male
38-41,17,Sports,Director,Bachelor's Degree,United States,120000.0,0.0,0.0,Male
38-41,1,Health Care,Recruiter,Master's Degree,United States,60000.0,0.0,0.0,Male
38-41,8,Biotech,Vice President Of Sales,Bachelor's Degree,United States,31200.0,0.0,0.0,Male
38-41,5,Computer Software,Die Designer,Bachelor's Degree,United States,65000.0,0.0,0.0,Male
38-41,15,Amusement,Other,Bachelor's Degree,United States,70000.0,0.02,0.0,Male
38-41,7,Medical Field/Medicine,Coach,Some college,United States,54000.0,0.1,0.0,Male
38-41,4,Entertainment/Tv,Manager,Master's Degree,United States,75000.0,0.1,0.0,Male
38-41,10,Hospitality Management,Manager,Associate Degree,United States,79000.0,0.12,0.0,Male
38-41,15,Human Resources,Business Consultant,Bachelor's Degree,United States,82000.0,0.12,0.0,Male
38-41,15,Biotech,Manager,Some college,United States,142000.0,0.15,0.0,Male
